Award Number,Month,Year,City,Zip,Charging Station Brand,County,Cost of Charging Station,Rebate Amount,Date,Area_Type
RCS0618102,6,2018,Hockessin,19707,Tesla,New Castle,500.0,250.0,2018-06-01,Urban
RCS0618103,6,2018,Wilmington,19802,AeroVironment,New Castle,649.0,324.5,2018-06-01,Urban
RCS0618104,6,2018,Middletown,19709,ChargePoint,New Castle,674.0,337.0,2018-06-01,Urban
RCS0618105,6,2018,Bear,19701,Tesla,New Castle,500.0,250.0,2018-06-01,Urban
RCS0618106,6,2018,Bear,19701,Clipper Creek,New Castle,589.0,294.5,2018-06-01,Urban
RCS0618107,6,2018,Newark,19711,Tesla,New Castle,500.0,250.0,2018-06-01,Urban
RCS0618108,6,2018,Newark,19711,Tesla,New Castle,500.0,250.0,2018-06-01,Urban
RCS0618109,6,2018,Newark,19713,ChargePoint,New Castle,629.0,314.5,2018-06-01,Urban
RCS0618110,6,2018,Hockessin,19707,Siemens,New Castle,459.99,230.0,2018-06-01,Urban
RCS0618111,6,2018,Wilmington,19810,AeroVironment,New Castle,549.0,274.5,2018-06-01,Urban
RCS0618112,6,2018,Bear,19701,JuiceBox,New Castle,488.0,244.0,2018-06-01,Urban
RCS0618113,6,2018,Newark,19713,ChargePoint,New Castle,599.0,299.5,2018-06-01,Urban
RCS0718114,7,2018,Townsend,19734,Duosida,New Castle,199.99,100.0,2018-07-01,Urban
RCS0718115,7,2018,Lewes,19958,ChargePoint,Sussex,599.0,299.5,2018-07-01,Urban
RCS0718116,7,2018,Felton,19943,AeroVironment,Kent,699.0,349.5,2018-07-01,Rural
RCS0718117,7,2018,Newark,19702,Tesla,New Castle,500.0,250.0,2018-07-01,Urban
RCS0718118,7,2018,Newark,19702,AeroVironment,New Castle,601.0,300.5,2018-07-01,Urban
RCS0718119,7,2018,Millville,19967,Clipper Creek,Sussex,515.0,257.5,2018-07-01,Rural
RCS0818120,8,2018,Felton,19943,Tesla,Kent,500.0,250.0,2018-08-01,Rural
RCS0818121,8,2018,Milford,19963,Tesla,Sussex,585.0,292.5,2018-08-01,Urban
RCS0818122,8,2018,New Castle,19720,Tesla,New Castle,500.0,250.0,2018-08-01,Urban
RCS0818123,8,2018,Dover,19901,Tesla,Kent,500.0,250.0,2018-08-01,Urban
RCS0818124,8,2018,Wilmington,19808,Tesla,New Castle,500.0,250.0,2018-08-01,Urban
RCS0818125,8,2018,Frederica,19946,Tesla,Kent,500.0,250.0,2018-08-01,Rural
RCS0818126,8,2018,Middletown,19709,Siemens,New Castle,473.13,236.57,2018-08-01,Urban
RCS0818127,8,2018,Wilmington,19803,Siemens,New Castle,402.16,201.08,2018-08-01,Urban
RCS0918128,9,2018,Milsboro,19966,Siemens,Sussex,402.16,201.34,2018-09-01,Rural
RCS0918129,9,2018,New Castle,19720,JuiceBox,New Castle,499.0,249.5,2018-09-01,Urban
RCS0918130,9,2018,Magnolia,19962,Tesla,Kent,610.0,305.0,2018-09-01,Urban
RCS0918131,9,2018,Wilmington,19807,Porsche,New Castle,344.02,172.01,2018-09-01,Urban
RCS0918132,9,2018,Wilmington,19807,Tesla,New Castle,500.0,250.0,2018-09-01,Urban
RCS0918133,9,2018,Newark,19711,Tesla,New Castle,500.0,250.0,2018-09-01,Urban
RCS0918134,9,2018,Bear,19701,JuiceBox,New Castle,579.0,289.5,2018-09-01,Urban
RCS1018135,10,2018,Frankford,19945,Siemens,Sussex,473.13,236.57,2018-10-01,Rural
RCS1018136,10,2018,Wilmington,19805,Tesla,New Castle,500.0,250.0,2018-10-01,Urban
RCS1018137,10,2018,Bear,19701,Tesla,New Castle,500.0,250.0,2018-10-01,Urban
RCS1018138,10,2018,Wilmington,19803,Morec,New Castle,368.95,184.48,2018-10-01,Urban
RCS1018139,10,2018,Lewes,19958,Siemens,Sussex,433.33,216.67,2018-10-01,Urban
RCS1018140,10,2018,Middletown,19709,Tesla,New Castle,500.0,250.0,2018-10-01,Urban
RCS1018141,10,2018,Newark,19702,Tesla,New Castle,500.0,250.0,2018-10-01,Urban
RCS1018142,10,2018,Middletown,19709,Tesla,New Castle,500.0,250.0,2018-10-01,Urban
RCS1018143,10,2018,Newark,19713,Tesla,New Castle,500.0,250.0,2018-10-01,Urban
RCS1018144,10,2018,Hockessin,19707,Tesla,New Castle,500.0,250.0,2018-10-01,Urban
RCS1018145,10,2018,Newark,19711,JuiceBox,New Castle,579.0,290.0,2018-10-01,Urban
RCS1018146,10,2018,Middletown,19709,Aerovironment,New Castle,499.0,249.5,2018-10-01,Urban
RCS1018147,10,2018,Newark,19702,Tesla,New Castle,500.0,250.0,2018-10-01,Urban
RCS1018148,10,2018,Milton,19968,JuiceBox,Sussex,529.0,264.5,2018-10-01,Urban
RCS1018149,10,2018,Middletown,19709,Tesla,New Castle,500.0,250.0,2018-10-01,Urban
RCS1018150,10,2018,Wilmington,19808,Tesla,New Castle,500.0,250.0,2018-10-01,Urban
RCS1018151,10,2018,Middletown,19709,Tesla,New Castle,500.0,250.0,2018-10-01,Urban
RCS1118152,11,2018,Wilmington,19807,Tesla,New Castle,500.0,250.0,2018-11-01,Urban
RCS1118153,11,2018,Newark,19711,Tesla,New Castle,500.0,250.0,2018-11-01,Urban
RCS1118154,11,2018,Hockessin,19707,Tesla,New Castle,500.0,250.0,2018-11-01,Urban
RCS1118155,11,2018,Smyrna,19977,ChargePoint,Kent,519.0,259.5,2018-11-01,Urban
RCS1118158,11,2018,Bear,19701,Tesla,New Castle,500.0,250.0,2018-11-01,Urban
RCS1218159,12,2018,Hockessin,19707,Tesla,New Castle,500.0,250.0,2018-12-01,Urban
RCS1218160,12,2018,Lewes,19958,Tesla,Sussex,500.0,250.0,2018-12-01,Urban
RCS1218161,12,2018,Lewes,19958,Tesla,Sussex,500.0,250.0,2018-12-01,Urban
RCS1218162,12,2018,Milton,19968,ChargePoint,Sussex,559.0,279.5,2018-12-01,Urban
RCS1218163,12,2018,Wilmington,19803,Clipper Creek,New Castle,599.0,299.5,2018-12-01,Urban
RCS1218164,12,2018,Wilmington,19803,Clipper Creek,New Castle,599.0,299.5,2018-12-01,Urban
RCS1218165,12,2018,Milton,19968,Siemens,Sussex,429.0,214.5,2018-12-01,Urban
RCS1218166,12,2018,Wilmington,19803,Clipper Creek,New Castle,659.0,329.5,2018-12-01,Urban
RCS1218167,12,2018,Rehoboth Beach,19971,ChargePoint,Sussex,674.0,337.0,2018-12-01,Urban
RCS1218168,12,2018,Smyrna,19977,ChargePoint,Kent,599.0,299.5,2018-12-01,Urban
RCS1218169,12,2018,Millsboro,19966,ChargePoint,Sussex,599.0,299.5,2018-12-01,Urban
RCS1218170,12,2018,Hockessin,19707,Tesla,New Castle,500.0,250.0,2018-12-01,Urban
RCS1218171,12,2018,Millville,19967,ChargePoint,Sussex,674.0,337.0,2018-12-01,Rural
RCS1218172,12,2018,Wilmington,19808,Tesla,New Castle,500.0,250.0,2018-12-01,Urban
RCS1218173,12,2018,Hockessin,19707,Tesla,New Castle,500.0,250.0,2018-12-01,Urban
RCS1218174,12,2018,Bear,19701,Tesla,New Castle,500.0,250.0,2018-12-01,Urban
RCS0119175,1,2019,Wilmington,19810,Tesla,New Castle,500.0,250.0,2019-01-01,Urban
RCS0119176,1,2019,Wilmington,19808,ChargePoint,New Castle,606.26,303.13,2019-01-01,Urban
RCS0119177,1,2019,Middletown,19709,JuiceBox,New Castle,489.0,244.5,2019-01-01,Urban
RCS0119178,1,2019,Wilmington,19802,JuiceBox,New Castle,549.0,274.5,2019-01-01,Urban
RCS0119179,1,2019,Wilmington,19805,Tesla,New Castle,500.0,250.0,2019-01-01,Urban
RCS0119180,1,2019,Hockessin,19707,Tesla,New Castle,500.0,250.0,2019-01-01,Urban
RCS0119181,1,2019,Smyrna,19977,Primecom,Kent,324.0,162.0,2019-01-01,Urban
RCS0119182,1,2019,Wilmington,19801,Tesla,New Castle,500.0,250.0,2019-01-01,Urban
RCS0119183,1,2019,Lewes,19958,Mustart,Sussex,359.0,179.5,2019-01-01,Urban
RCS0219184,2,2019,Middletown,19709,Siemens,New Castle,759.0,378.5,2019-02-01,Urban
RCS0219185,2,2019,Bethany Beach,19930,Tesla,Sussex,500.0,250.0,2019-02-01,Urban
RCS0219186,2,2019,Middletown,19709,Juicebox,New Castle,579.0,289.5,2019-02-01,Urban
RCS0219187,2,2019,Wilmington,19803,Tesla,New Castle,500.0,250.0,2019-02-01,Urban
RCS0219188,2,2019,Hockessin,19707,Tesla,New Castle,500.0,250.0,2019-02-01,Urban
RCS0219189,2,2019,Middletown,19709,Tesla,New Castle,500.0,250.0,2019-02-01,Urban
RCS0219190,2,2019,Newark,19711,Tesla,New Castle,500.0,250.0,2019-02-01,Urban
RCS0219191,2,2019,Bear,19701,Tesla,New Castle,500.0,250.0,2019-02-01,Urban
RCS0319192,3,2019,Smyrna,19977,Tesla,Kent,500.0,250.0,2019-03-01,Urban
RCS0319193,3,2019,Wilmington,19807,ChargePoint,New Castle,587.02,293.51,2019-03-01,Urban
RCS0319194,3,2019,Wilmington,19806,Tesla,New Castle,500.0,250.0,2019-03-01,Urban
RCS0319195,3,2019,Bear,19701,JuiceBox,New Castle,549.0,274.5,2019-03-01,Urban
RCS0319196,3,2019,Bear,19701,Tesla,New Castle,500.0,250.0,2019-03-01,Urban
RCS0319197,3,2019,Wilmington,19807,ChargePoint,New Castle,699.0,349.5,2019-03-01,Urban
RCS0319198,3,2019,Newark,19711,Tesla,New Castle,500.0,250.0,2019-03-01,Urban
RCS0319199,3,2019,Ocean View,19970,Tesla,Sussex,500.0,250.0,2019-03-01,Rural
RCS0319200,3,2019,Bear,19701,Siemens,New Castle,459.99,230.0,2019-03-01,Urban
RCS0319204,3,2019,Middletown,19709,JuiceBox,New Castle,549.0,274.5,2019-03-01,Urban
RCS0319205,3,2019,Milton,19968,ChargePoint,Sussex,778.96,389.48,2019-03-01,Urban
RCS0319206,3,2019,Dover,19901,Tesla,Kent,500.0,250.0,2019-03-01,Urban
RCS0419207,4,2019,Georgetown,19947,Georgetown,Sussex,200.0,100.0,2019-04-01,Urban
RCS0419208,4,2019,Wilmington,19807,Wilmington,New Castle,549.0,274.5,2019-04-01,Urban
RCS0419209,4,2019,Georgetown,19947,Georgetown,Sussex,549.0,274.5,2019-04-01,Urban
RCS0419210,4,2019,Middletown,19709,Tesla,New Castle,500.0,250.0,2019-04-01,Urban
RCS0419211,4,2019,New Castle,19720,Tesla,New Castle,500.0,250.0,2019-04-01,Urban
RCS0419212,4,2019,Middletown,19966,JuiceBox,Sussex,499.0,249.5,2019-04-01,Urban
RCS0419213,4,2019,Millsboro,19966,ChargePoint,Sussex,629.1,314.55,2019-04-01,Urban
RCS0419214,4,2019,Bear,19701,Tesla,New Castle,500.0,250.0,2019-04-01,Urban
RCS0419215,4,2019,Newark,19702,Tesla,New Castle,500.0,250.0,2019-04-01,Urban
RCS0419216,4,2019,Rehoboth Beach,19971,Tesla,Sussex,500.0,250.0,2019-04-01,Urban
RCS0419217,4,2019,Camden Wyoming,19934,Tesla,Kent,500.0,250.0,2019-04-01,Urban
RCS0419218,4,2019,Bear,19701,Tesla,New Castle,500.0,250.0,2019-04-01,Urban
RCS0419219,4,2019,Hockessin,19707,Tesla,New Castle,500.0,250.0,2019-04-01,Urban
RCS0419220,4,2019,Wilmington,19807,Tesla,New Castle,500.0,250.0,2019-04-01,Urban
RCS0519221,5,2019,Middletown,19709,Tesla,New Castle,500.0,250.0,2019-05-01,Urban
RCS0519225,5,2019,Wilmington,19806,ChargePoint,New Castle,559.2,279.6,2019-05-01,Urban
RCS0519226,5,2019,Rehoboth Beach,19971,Tesla,Sussex,500.0,250.0,2019-05-01,Urban
RCS0519227,5,2019,Wilmington,19803,Tesla,New Castle,500.0,250.0,2019-05-01,Urban
RCS0519228,5,2019,Newark,19702,Tesla,New Castle,500.0,250.0,2019-05-01,Urban
RCS0519229,5,2019,Seaford,19973,Tesla,Sussex,500.0,250.0,2019-05-01,Urban
RCS0519230,5,2019,Magnolia,19962,Tesla,Kent,500.0,250.0,2019-05-01,Urban
RCS0519231,5,2019,Milford,19963,Tesla,Sussex,519.0,259.5,2019-05-01,Urban
RCS0519233,5,2019,Middletown,19709,Tesla,New Castle,500.0,250.0,2019-05-01,Urban
RCS0519234,5,2019,Middletown,19709,JuiceBox,New Castle,549.0,274.5,2019-05-01,Urban
RCS0519235,5,2019,Newark,19702,Tesla,New Castle,500.0,250.0,2019-05-01,Urban
RCS0519237,5,2019,Wilmington,19803,Tesla,New Castle,500.0,250.0,2019-05-01,Urban
RCS0519238,5,2019,Wilmington,19808,Tesla,New Castle,500.0,250.0,2019-05-01,Urban
RCS0519239,5,2019,Wilmington,19807,Accell,New Castle,249.99,125.0,2019-05-01,Urban
RCS0619243,6,2019,Townsend,19734,Tesla,New Castle,500.0,250.0,2019-06-01,Urban
RCS0619244,6,2019,Camden Wyoming,19934,JuiceBox,Kent,549.0,274.5,2019-06-01,Urban
RCS0619245,6,2019,Bear,19701,Tesla,New Castle,500.0,250.0,2019-06-01,Urban
RCS0619246,6,2019,Middletown,19709,Tesla,New Castle,500.0,250.0,2019-06-01,Urban
RCS0619247,6,2019,Newark,19702,Tesla,New Castle,500.0,250.0,2019-06-01,Urban
RCS0619248,6,2019,Newark,19711,Tesla,New Castle,500.0,250.0,2019-06-01,Urban
RCS0619249,6,2019,Newark,19702,Tesla,New Castle,500.0,250.0,2019-06-01,Urban
RCS0619250,6,2019,Smyrna,19977,Tesla,Kent,500.0,250.0,2019-06-01,Urban
RCS0619251,6,2019,Townsend,19734,Tesla,New Castle,500.0,250.0,2019-06-01,Urban
RCS0619252,6,2019,Dover,19901,Tesla,Kent,500.0,250.0,2019-06-01,Urban
RCS0719253,7,2019,Wilmington,19808,Tesla,New Castle,500.0,250.0,2019-07-01,Urban
RCS0719254,7,2019,Wilmington,19807,Tesla,New Castle,500.0,250.0,2019-07-01,Urban
RCS0719255,7,2019,Lewes,19958,Charge Point,Sussex,778.96,389.48,2019-07-01,Urban
RCS0719256,7,2019,Lewes,19958,Tesla,Sussex,500.0,250.0,2019-07-01,Urban
RCS0719257,7,2019,Wilmington,19803,Tesla,New Castle,500.0,250.0,2019-07-01,Urban
RCS0719258,7,2019,Middletown,19709,Tesla,New Castle,500.0,250.0,2019-07-01,Urban
RCS0719259,7,2019,Newark,19711,Tesla,New Castle,500.0,250.0,2019-07-01,Urban
RCS0719260,7,2019,Newark,19711,Tesla,New Castle,500.0,250.0,2019-07-01,Urban
RCS0719261,7,2019,Townsend,19734,Tesla,New Castle,500.0,250.0,2019-07-01,Urban
RCS0719262,7,2019,Townsend,19734,Tesla,New Castle,500.0,250.0,2019-07-01,Urban
RCS0719263,7,2019,Milton,19968,Charge Point,Sussex,559.0,279.5,2019-07-01,Urban
RCS0719264,7,2019,Rehoboth Beach,19971,Tesla,Sussex,500.0,250.0,2019-07-01,Urban
RCS0719265,7,2019,Middletown,19709,Tesla,New Castle,500.0,250.0,2019-07-01,Urban
RCS0719266,7,2019,Lewes,19958,Charge Point,Sussex,599.0,299.5,2019-07-01,Urban
RCS0719267,7,2019,Wilmington,19802,Tesla,New Castle,500.0,250.0,2019-07-01,Urban
RCS0719268,7,2019,Rehoboth Beach,19971,Charge Point,Sussex,599.0,299.5,2019-07-01,Urban
RCS0819269,8,2019,Laurel,19956,Clipper Creek,Sussex,515.0,257.5,2019-08-01,Rural
RCS0819270,8,2019,Wilmington,19803,Aerovironment,New Castle,499.0,249.5,2019-08-01,Urban
RCS0819271,8,2019,Newark,19711,Tesla,New Castle,500.0,250.0,2019-08-01,Urban
RCS0819272,8,2019,Middletown,19709,JuiceBox,New Castle,549.0,274.5,2019-08-01,Urban
RCS0819273,8,2019,Millsboro,19966,Tesla,Sussex,500.0,250.0,2019-08-01,Urban
RCS0819274,8,2019,Seaford,19973,Tesla,Sussex,500.0,250.0,2019-08-01,Urban
RCS0819275,8,2019,Middletown,19709,Tesla,New Castle,500.0,250.0,2019-08-01,Urban
RCS0819276,8,2019,Hockessin,19707,JuiceBox,New Castle,538.99,269.5,2019-08-01,Urban
RCS0819277,8,2019,Magnolia,19962,ChargePoint,Kent,599.0,299.5,2019-08-01,Urban
RCS0819278,8,2019,Clayton,19938,ChargePoint,Kent,599.0,299.5,2019-08-01,Rural
RCS0819279,8,2019,Middletown,19709,Tesla,New Castle,500.0,250.0,2019-08-01,Urban
RCS0819280,8,2019,Middletown,19709,Tesla,New Castle,500.0,250.0,2019-08-01,Urban
RCS0819281,8,2019,Rehoboth Beach,19971,Siemens,Sussex,427.99,214.0,2019-08-01,Urban
RCS0819282,8,2019,Bear,19701,TurboCord,New Castle,199.0,99.5,2019-08-01,Urban
RCS0819283,8,2019,Magnolia,19962,Tesla,Kent,500.0,250.0,2019-08-01,Urban
RCS0819284,8,2019,Wilmington,19809,Tesla,New Castle,500.0,250.0,2019-08-01,Urban
RCS0819285,8,2019,Middletown,19709,Tesla,New Castle,500.0,250.0,2019-08-01,Urban
RCS0819286,8,2019,Newark,19713,EV Gear,New Castle,299.99,150.0,2019-08-01,Urban
RCS0819287,8,2019,Newark,19702,ChargePoint,New Castle,479.0,239.5,2019-08-01,Urban
RCS0819288,8,2019,Middletown,19709,Tesla,New Castle,500.0,250.0,2019-08-01,Urban
RCS0819289,8,2019,Millsboro,19966,ChargePoint,Sussex,599.0,299.5,2019-08-01,Urban
RCS0819290,8,2019,Wilmington,19809,ChargePoint,New Castle,599.0,299.5,2019-08-01,Urban
RCS0819291,8,2019,Seaford,19973,Tesla,Sussex,500.0,250.0,2019-08-01,Urban
RCS0819292,8,2019,Newark,19702,Tesla,New Castle,500.0,250.0,2019-08-01,Urban
RCS0819293,8,2019,Middletown,19709,Tesla,New Castle,500.0,250.0,2019-08-01,Urban
RCS0819294,8,2019,Wilmington,19810,Tesla,New Castle,500.0,250.0,2019-08-01,Urban
RCS0819295,8,2019,Newark,19702,Tesla,New Castle,500.0,250.0,2019-08-01,Urban
RCS0819296,8,2019,Newark,19716,Tesla,New Castle,500.0,250.0,2019-08-01,Urban
RCS0819297,8,2019,Wilmington,19808,Tesla,New Castle,500.0,250.0,2019-08-01,Urban
RCS0819298,8,2019,Dewey Beach,19971,Tesla,Sussex,500.0,250.0,2019-08-01,Rural
CCS0919812,9,2019,Wilmington,19801,ChargePoint,New Castle,6705.0,2500.0,2019-09-01,Urban
CCS0919813,9,2019,Wilmington,19801,ChargePoint,New Castle,6190.0,2500.0,2019-09-01,Urban
RCS0919299,9,2019,Wilmington,19806,Tesla,New Castle,500.0,250.0,2019-09-01,Urban
RCS0919300,9,2019,Newark,19711,ChargePoint,New Castle,600.0,300.0,2019-09-01,Urban
RCS0919301,9,2019,Wilmington,19803,Tesla,New Castle,500.0,250.0,2019-09-01,Urban
RCS0919302,9,2019,Middletown,19709,Tesla,New Castle,500.0,250.0,2019-09-01,Urban
RCS0919303,9,2019,Wilmington,19807,Tesla,New Castle,500.0,250.0,2019-09-01,Urban
RCS0919304,9,2019,Newark,19702,Tesla,New Castle,500.0,250.0,2019-09-01,Urban
RCS0919305,9,2019,Newark,19702,Blink,New Castle,1495.0,500.0,2019-09-01,Urban
RCS0919306,9,2019,Dover,19901,Siemens,Kent,399.99,200.0,2019-09-01,Urban
RCS0919307,9,2019,Magnolia,19962,Tesla,Kent,500.0,250.0,2019-09-01,Urban
RCS0919308,9,2019,Milton,19968,Tesla,Sussex,500.0,250.0,2019-09-01,Urban
RCS0919309,9,2019,Wilmington,19805,Tesla,New Castle,500.0,250.0,2019-09-01,Urban
RCS0919310,9,2019,Smyrna,19977,Tesla,Kent,500.0,250.0,2019-09-01,Urban
RCS0919311,9,2019,Wilmington,19807,Tesla,New Castle,500.0,250.0,2019-09-01,Urban
RCS0919312,9,2019,Bethany Beach,19930,ChargePoint,Sussex,1250.0,500.0,2019-09-01,Urban
RCS0919313,9,2019,Milford,19963,Tesla,Sussex,500.0,250.0,2019-09-01,Urban
CCS1019814,10,2019,Wilmington,19801,ChargePoint,New Castle,6447.5,2500.0,2019-10-01,Urban
CCS1019815,10,2019,Wilmington,19801,ChargePoint,New Castle,6447.5,2500.0,2019-10-01,Urban
RCS1019314,10,2019,Bear,19701,JuiceBox,New Castle,549.0,274.5,2019-10-01,Urban
RCS1019315,10,2019,Middletown,19709,Tesla,New Castle,500.0,250.0,2019-10-01,Urban
RCS1019316,10,2019,Wilmington,19807,Tesla,New Castle,500.0,250.0,2019-10-01,Urban
RCS1019317,10,2019,Newark,19713,Tesla,New Castle,500.0,250.0,2019-10-01,Urban
RCS1019318,10,2019,Newark,19713,Tesla,New Castle,500.0,250.0,2019-10-01,Urban
RCS1019319,10,2019,Wilmington,19808,Tesla,New Castle,500.0,250.0,2019-10-01,Urban
RCS1019320,10,2019,Miller,19701,Tesla,New Castle,500.0,250.0,2019-10-01,Rural
RCS1019321,10,2019,Magnolia,19962,Tesla,Kent,500.0,250.0,2019-10-01,Urban
RCS1019322,10,2019,Townsend,19734,ChargePoint,New Castle,559.0,279.5,2019-10-01,Urban
RCS1019323,10,2019,Lewes,19958,ChargePoint,Sussex,599.0,299.5,2019-10-01,Urban
RCS1019324,10,2019,Milford,19963,Tesla,Sussex,500.0,250.0,2019-10-01,Urban
RCS1019325,10,2019,Selbyville,19975,ChargePoint,Sussex,519.0,259.5,2019-10-01,Rural
RCS1019326,10,2019,Bear,19701,Tesla,New Castle,500.0,250.0,2019-10-01,Urban
RCS1019327,10,2019,Smyrna,19977,Tesla,Kent,500.0,250.0,2019-10-01,Urban
RCS1019328,10,2019,Newark,19711,Siemans,New Castle,459.0,229.5,2019-10-01,Urban
RCS1019329,10,2019,Wilmington,19801,Tesla,New Castle,500.0,250.0,2019-10-01,Urban
RCS1019330,10,2019,Newark,19711,Tesla,New Castle,500.0,250.0,2019-10-01,Urban
RCS1019331,10,2019,Frederica,19946,Tesla,Kent,500.0,250.0,2019-10-01,Rural
RCS1019332,10,2019,Hockessin,19707,Tesla,New Castle,500.0,250.0,2019-10-01,Urban
RCS1019333,10,2019,Smyrna,19977,ChargePoint,Kent,519.0,259.5,2019-10-01,Urban
RCS1019334,10,2019,Wilmington,19808,Tesla,New Castle,500.0,250.0,2019-10-01,Urban
RCS1019335,10,2019,Bear,19701,Tesla,New Castle,500.0,250.0,2019-10-01,Urban
CCS1119816,11,2019,Wilmington,19801,ChargePoint,New Castle,7210.0,2500.0,2019-11-01,Urban
CCS1119817,11,2019,Wilmington,19801,ChargePoint,New Castle,7210.0,2500.0,2019-11-01,Urban
RCS1119336,11,2019,Middletown,19709,Tesla,New Castle,533.13,266.57,2019-11-01,Urban
RCS1119337,11,2019,Claymont,19703,ChargePoint,New Castle,778.96,389.48,2019-11-01,Urban
RCS1119338,11,2019,Newark,19702,Tesla,New Castle,500.0,250.0,2019-11-01,Urban
RCS1119339,11,2019,Hockessin,19707,ChargePoint,New Castle,519.99,259.5,2019-11-01,Urban
RCS1119340,11,2019,Rehoboth Beach,19971,JuiceBox,Sussex,549.0,274.5,2019-11-01,Urban
RCS1119341,11,2019,Dover,19901,Tesla,Kent,500.0,250.0,2019-11-01,Urban
RCS1119342,11,2019,Dover,19901,Tesla,Kent,500.0,250.0,2019-11-01,Urban
RCS1119343,11,2019,Middletown,19709,BougeRV,New Castle,195.98,97.99,2019-11-01,Urban
RCS1119344,11,2019,Rehoboth Beach,19971,ChargePoint,Sussex,615.12,307.56,2019-11-01,Urban
RCS1119345,11,2019,Wilmington,19808,Tesla,New Castle,500.0,250.0,2019-11-01,Urban
RCS1119346,11,2019,Wilmington,19803,Siemans,New Castle,751.0,375.5,2019-11-01,Urban
RCS1119347,11,2019,Lewes,19958,ChargePoint,Sussex,699.0,349.5,2019-11-01,Urban
RCS1119348,11,2019,Hockessin,19707,Tesla,New Castle,500.0,250.0,2019-11-01,Urban
RCS1119349,11,2019,Rehoboth Beach,19971,Tesla,Sussex,500.0,250.0,2019-11-01,Urban
RCS1119350,11,2019,Hockessin,19707,ChargePoint,New Castle,699.0,349.5,2019-11-01,Urban
RCS1119351,11,2019,Rehoboth Beach,19971,Tesla,Sussex,500.0,250.0,2019-11-01,Urban
RCS1119352,11,2019,Camden Wyoming,19934,Tesla,Kent,500.0,250.0,2019-11-01,Urban
RCS1119353,11,2019,Fenwick Island,19944,Primecom,Sussex,469.0,234.5,2019-11-01,Rural
RCS1119354,11,2019,Camden Wyoming,19934,Tesla,Kent,500.0,250.0,2019-11-01,Urban
RCS1119355,11,2019,Smyrna,19977,ChargePoint,Kent,699.0,349.5,2019-11-01,Urban
RCS1119356,11,2019,Greenville,19807,ChargePoint,New Castle,599.0,299.5,2019-11-01,Rural
CCS1219818,12,2019,Wilmington,19801,ChargePoint,New Castle,7354.45,2500.0,2019-12-01,Urban
CCS1219819,12,2019,Wilmington,19801,ChargePoint,New Castle,7354.45,2500.0,2019-12-01,Urban
RCS1219357,12,2019,Smyrna,19977,Tesla,Kent,500.0,250.0,2019-12-01,Urban
RCS1219358,12,2019,Newark,19711,Tesla,New Castle,500.0,250.0,2019-12-01,Urban
RCS1219359,12,2019,Middletown,19709,Tesla,New Castle,500.0,250.0,2019-12-01,Urban
RCS1219360,12,2019,Wilmington,19803,Megear/Zencar,New Castle,195.99,98.0,2019-12-01,Urban
RCS1219361,12,2019,Newark,19702,Tesla,New Castle,500.0,250.0,2019-12-01,Urban
RCS1219362,12,2019,Dover,19904,ChargePoint,Kent,519.0,259.5,2019-12-01,Urban
RCS1219363,12,2019,Bear,19701,Tesla,New Castle,520.0,260.0,2019-12-01,Urban
RCS1219364,12,2019,Newark,19711,ChargePoint,New Castle,559.0,279.5,2019-12-01,Urban
RCS1219365,12,2019,Millsboro,19966,JuiceBox,Sussex,549.0,274.5,2019-12-01,Urban
RCS1219366,12,2019,Rehoboth Beach,19971,Tesla,Sussex,500.0,250.0,2019-12-01,Urban
RCS1219367,12,2019,Claymont,19703,JuiceBox,New Castle,539.0,269.5,2019-12-01,Urban
RCS1219368,12,2019,Wilmington,19807,Tesla,New Castle,500.0,250.0,2019-12-01,Urban
RCS1219369,12,2019,Wilmington,19803,Tesla,New Castle,500.0,250.0,2019-12-01,Urban
RCS1219370,12,2019,Newark,19711,ChargePoint,New Castle,699.0,349.5,2019-12-01,Urban
RCS1219371,12,2019,Dover,19901,Tesla,Kent,500.0,250.0,2019-12-01,Urban
RCS1219372,12,2019,Middletown,19709,Tesla,New Castle,500.0,250.0,2019-12-01,Urban
RCS1219373,12,2019,Wilmington,19808,EV Gear,New Castle,299.99,150.0,2019-12-01,Urban
RCS1219374,12,2019,Wilmington,19803,Tesla,New Castle,500.0,250.0,2019-12-01,Urban
RCS1219375,12,2019,Dover,19901,ChargePoint,Kent,524.25,262.13,2019-12-01,Urban
RCS1219376,12,2019,Middletown,19709,JuiceBox,New Castle,549.99,275.0,2019-12-01,Urban
RCS1219377,12,2019,Newark,19711,JuiceBox,New Castle,549.0,274.5,2019-12-01,Urban
RCS1219378,12,2019,Middletown,19709,ChargePoint,New Castle,599.0,299.5,2019-12-01,Urban
RCS1219379,12,2019,Wilmington,19810,JuiceBox,New Castle,549.0,274.5,2019-12-01,Urban
RCS1219380,12,2019,Wilmington,19803,Tesla,New Castle,500.0,250.0,2019-12-01,Urban
RCS1219381,12,2019,Newark,19702,Tesla,New Castle,500.0,250.0,2019-12-01,Urban
RCS1219382,12,2019,Middletown,19709,Clipper Creek,New Castle,456.55,228.28,2019-12-01,Urban
RCS1219383,12,2019,Middletown,19709,Tesla,New Castle,500.0,250.0,2019-12-01,Urban
RCS1219384,12,2019,Hartly,19953,ChargePoint,Kent,699.0,349.5,2019-12-01,Rural
RCS1219385,12,2019,Claymont,19703,Tesla,New Castle,500.0,250.0,2019-12-01,Urban
